"","logFC","AveExpr","t","P.Value","adj.P.Val","B","threshold"
"F11R",0.6667617464141,8.01923149305849,2.43801288632967,0.0167157484956014,0.257635272722206,-3.34805878308726,"No"
"TIMM8B",0.892632125117032,8.3069095150135,2.43594534931292,0.0168055442713466,0.258784012330982,-3.35259704914325,"No"
"SLC35E1",-0.550406595962508,8.02000579156901,-2.43386139046681,0.0168964886176068,0.259948337588844,-3.35716796720245,"No"
"PLEKHB2",0.431860835985352,7.62609779297463,2.43320916316845,0.0169250420200212,0.260151552499946,-3.35859785058262,"No"
"LINC01094",1.30017031151693,5.86689010251069,2.43279197984989,0.0169433281629175,0.260196726154079,-3.3595122699702,"No"
"INPP1",-0.918950628498869,7.07788351962905,-2.43065866097009,0.0170371124209618,0.261224332791644,-3.36418613154254,"No"
"ALDH18A1",0.773225174363293,8.49697147829717,2.43013039140634,0.0170604074424138,0.261224332791644,-3.36534295866274,"No"
"DTWD1",-0.606274115388883,6.57821922650365,-2.43002820498569,0.0170649168190828,0.261224332791644,-3.36556670552722,"No"
"ATG4A",0.637918430193873,6.90306080760771,2.42987058447285,0.0170718745271406,0.261224332791644,-3.36591181451528,"No"
"EBF2",-0.787838315705079,3.85078705108273,-2.42866347113924,0.0171252430434035,0.261491240452574,-3.36855413356412,"No"
"SNORA78",0.44021830812295,5.73394097500496,2.42845700792978,0.0171343860161454,0.261491240452574,-3.3690059579998,"No"
"AMOTL1",-0.828878326816538,5.77454642071419,-2.42842658107074,0.017135733800666,0.261491240452574,-3.3690725413582,"No"
"ELK3",-0.598389867551012,6.11482258841797,-2.42808181521914,0.0171510121141478,0.261491240452574,-3.36982694463737,"No"
"SLAMF8",1.91126356943588,6.50724626842756,2.42551559225055,0.0172651166473531,0.262994418364084,-3.37543931944773,"No"
"NDUFB3",0.604312282526935,9.14303059424194,2.42439518894658,0.0173151461681606,0.263519738002688,-3.37788803806493,"No"
"TIPRL",0.688656963263663,7.90989500330692,2.42343467686741,0.0173581388960759,0.263937118245804,-3.37998651776025,"No"
"GJB2",2.9034915147771,7.12462239484597,2.42295703523288,0.0173795536449427,0.264025943097096,-3.38102977574156,"No"
"MAPKBP1",-0.667740425747819,6.36308273190795,-2.42234286352054,0.0174071242389434,0.264114554463468,-3.38237097711265,"No"
"CEP85",0.694340525311945,6.08597294366958,2.42213324431856,0.0174165431101898,0.264114554463468,-3.38282866647667,"No"
"LOC105374584",-0.587653289346688,4.67034623291315,-2.42157266037529,0.0174417542893717,0.264139749688151,-3.3840524938602,"No"
"MBOAT7",0.633344260485419,6.8287434236928,2.42140359318347,0.0174493641412486,0.264139749688151,-3.38442154093562,"No"
"TSPAN17",0.417186158804641,5.67170797100657,2.420760779613,0.0174783247257291,0.264342120785023,-3.38582449656265,"No"
"EPAS1",-1.00668259896834,10.0582136225932,-2.41879994255224,0.0175669308474843,0.265390811669608,-3.39010206113307,"No"
"FAM149A",-1.1008674250748,4.24088105999172,-2.41853416740929,0.0175789714229663,0.265390811669608,-3.39068161660388,"No"
"ZCCHC14",-0.529984042846228,6.21144584385246,-2.41795990217314,0.0176050128303955,0.2655474977994,-3.39193368295545,"No"
"MEMO1",0.70709907300262,8.50322204867267,2.41710542219176,0.0176438248620067,0.26589636152041,-3.39379621910349,"No"
"SYN2",-1.18165100967483,4.05856086974623,-2.41594356493134,0.0176967208285593,0.26645666512202,-3.3963278329379,"No"
"SPMIP9",0.433675135541123,4.2130619617783,2.41533244244087,0.0177246001106573,0.26663963644728,-3.3976590038989,"No"
"PSMG3",0.779207359564078,8.28072611178241,2.41332558762623,0.0178164278286356,0.267783437417277,-3.40202834530417,"No"
"RRP36",0.761158076234169,7.19357984240443,2.41275860105236,0.0178424481074947,0.267936993104043,-3.40326221867849,"No"
"GRIN2D",0.685435996785774,3.9797522260487,2.41185424193632,0.0178840212171792,0.268323624527483,-3.4052297564616,"No"
"ASGR2",0.375082809555275,4.68463808087648,2.41143030702459,0.0179035390559975,0.268378957697066,-3.40615185406483,"No"
"NAV3",-2.02907891688019,5.65818034908097,-2.41102573622773,0.0179221830642217,0.268421105716267,-3.40703170089331,"No"
"NDN",-1.40472603783969,7.13106843806347,-2.41052777611327,0.0179451545079554,0.26852793426997,-3.40811447059035,"No"
"HPCAL1",0.924789936229551,7.28882699034768,2.40943921093767,0.0179954625360724,0.26904327322449,-3.41048077770001,"No"
"ADHFE1",-1.04541746755394,6.39991625183177,-2.40775516095008,0.0180735383223184,0.269799888917896,-3.41413970107173,"No"
"UBE2NL",0.418050991763934,8.9487256961654,2.40766132753337,0.0180778974761549,0.269799888917896,-3.41434350651661,"No"
"EBF3",-1.18213398041265,4.06307292728392,-2.40607132085104,0.0181519057575876,0.270666147945594,-3.41779593317627,"No"
"TMSB10",0.568350840429442,13.3408289825863,2.40520720880403,0.0181922396367541,0.270795631512779,-3.41967136814558,"No"
"CRISPLD1",-2.93121017595056,6.46663565160351,-2.40482228102486,0.0182102324551787,0.270795631512779,-3.42050661075284,"No"
"MAD2L1BP",0.587450584786347,7.96666200212771,2.4048141799278,0.018210611297813,0.270795631512779,-3.42052418781144,"No"
"CACYBP",0.666962349634567,8.21626522671292,2.40392809279472,0.0182520909671556,0.270795631512779,-3.42244643044426,"No"
"LMBR1",0.626338199042802,5.37496169899172,2.4036541628625,0.0182649312293234,0.270795631512779,-3.4230405579601,"No"
"EGR3",-2.39326397410218,7.31210890593073,-2.40345223627577,0.0182744015347964,0.270795631512779,-3.423478479288,"No"
"CALR",0.585669491824811,8.01259310073063,2.40321875927307,0.0182853569941369,0.270795631512779,-3.4239847843965,"No"
"PKN1",0.700748204361388,5.64899805945964,2.40312018514558,0.0182899841500603,0.270795631512779,-3.42419853379939,"No"
"NAPA-AS1",0.374064058476603,4.52714824170205,2.40281448122466,0.0183043407876398,0.270795631512779,-3.42486137735301,"No"
"SPC25",1.61732467752127,4.49033075754167,2.40213414258252,0.0183363272291914,0.271032338137498,-3.42633625926255,"No"
"TBC1D31",0.84199611633005,5.11045576354346,2.39970678310232,0.0184508563730047,0.272287863806134,-3.43159546906934,"No"
"FAM83H",1.18011341843361,8.45268341748355,2.39954840877175,0.0184583509564448,0.272287863806134,-3.4319384473398,"No"
"VARS2",0.664735545175091,7.58002080739647,2.39931398548742,0.0184694492967473,0.272287863806134,-3.43244608223526,"No"
"MMP17",0.499793730524088,4.82083099705622,2.39788826404803,0.0185370754002663,0.272792083345912,-3.43553249465012,"No"
"GOLGA7B",-0.718659541394721,4.74446391426271,-2.39784997007034,0.018538894828353,0.272792083345912,-3.43561537160711,"No"
"ATL3",0.679721523883281,8.26816222354367,2.39749881746639,0.0185555862417981,0.272792083345912,-3.43637529244697,"No"
"JMY",-0.642931169156827,6.22251756713646,-2.39723760173636,0.0185680113354478,0.272792083345912,-3.43694051992211,"No"
"ZNF423",-1.3846769334408,6.64348777975617,-2.39674839125884,0.0185913012303711,0.272897767151265,-3.43799894522757,"No"
"TXNDC17",0.579541755128816,7.68634919333296,2.3952607292027,0.01866228424216,0.273450720317244,-3.4412163968063,"No"
"RPL18",-0.357589305640907,8.84273674040745,-2.39511587410702,0.0186692087877588,0.273450720317244,-3.44152958978922,"No"
"TM4SF18",-1.67103978216072,5.60694968095322,-2.39465852641404,0.0186910864963471,0.273450720317244,-3.44251831807299,"No"
"RPN2",0.714868320423207,11.4288984828831,2.39460836580895,0.018693487368626,0.273450720317244,-3.44262674894717,"No"
"SCYL2",0.650004270638258,8.15070080929216,2.39410344529866,0.0187176700128779,0.273568428791665,-3.44371811175666,"No"
"IGF2",-1.2012252982749,5.09442259471977,-2.39242879650197,0.0187980748453157,0.274506943089993,-3.44733634726316,"No"
"TGM6",0.398018724030498,3.95584520412163,2.39111939778762,0.018861156728229,0.275152994585146,-3.45016388182383,"No"
"MPHOSPH9",0.8382192774537,5.74211269231373,2.39083723590086,0.0188747748438436,0.275152994585146,-3.45077300880941,"No"
"ALDOA",0.922881369487147,10.89528422131,2.39010541502877,0.0189101358138531,0.275370646304314,-3.45235255977818,"No"
"PCCB",1.08555166374778,7.98296801654923,2.38985623064155,0.0189221896274936,0.275370646304314,-3.45289029891581,"No"
"CXCL12",-1.66922487208773,8.8617279027861,-2.38897414271071,0.0189649138294987,0.275605777537243,-3.45479344745007,"No"
"SHROOM4",-0.481580315911911,4.91083430446195,-2.38885153952596,0.0189708589351163,0.275605777537243,-3.45505792121255,"No"
"SAE1",0.439560448429857,6.71169690344016,2.38793841313919,0.0190151891466211,0.276013284924498,-3.45702730009952,"No"
"MCUR1",0.81146749130153,8.0484806139627,2.38617615183339,0.0191010033082037,0.277021736601613,-3.46082618023237,"No"
"PKMYT1",0.858207468466995,6.03225098764435,2.38560757427725,0.0191287638061446,0.277134330413892,-3.4620513301162,"No"
"TRIM11",0.732397615137183,6.49852871751851,2.38534779547775,0.0191414592966066,0.277134330413892,-3.46261100673676,"No"
"STMN1",0.966019597966633,7.37185834031402,2.38465804921638,0.0191752038018743,0.277386011311414,-3.46409676133864,"No"
"RUSC2",-0.545223624465373,7.06213070633483,-2.38364473620676,0.0192248740565978,0.277591809867892,-3.46627881521432,"No"
"PCDHGC3",-0.698171346969974,7.02083887601015,-2.38336343346012,0.0192386831219788,0.277591809867892,-3.46688442445502,"No"
"LRP1",-0.742079748280186,6.48786900539908,-2.38309070708966,0.0192520795886163,0.277591809867892,-3.46747151004674,"No"
"DOP1B",0.995556531957995,5.35378192913799,2.3830328377424,0.0192549232278307,0.277591809867892,-3.46759607517417,"No"
"CACNA2D1",-0.853780870970581,5.38193062182713,-2.38190020936944,0.0193106545767659,0.278158740607043,-3.47003355064291,"No"
"KPNA5",-0.829864401229075,6.49162153721868,-2.38090418443578,0.0193597826764819,0.278629673596837,-3.47217620913014,"No"
"NSD1",0.446597117583688,5.344839373903,2.37962063058158,0.0194232566058863,0.27930610050568,-3.47493624421308,"No"
"FOXO1",-0.88552245424123,6.8472155050687,-2.37916754473294,0.0194457065741254,0.279391956998069,-3.47591020640838,"No"
"LRCH2",-0.912499789395418,3.99615675553036,-2.37800537275144,0.0195033964809451,0.279848423976025,-3.47840769058869,"No"
"DBF4",1.25293995722171,7.65435394153936,2.37786269580621,0.0195104893912741,0.279848423976025,-3.47871422673414,"No"
"CDO1",-1.87941351691707,5.53135159847195,-2.37642532246225,0.0195820735292218,0.280637763832989,-3.48180147061233,"No"
"MYPN",0.423717877020028,3.57502992367892,2.37591524896968,0.0196075322412549,0.280765288528916,-3.48289663188212,"No"
"IL17D",-0.960642875575761,4.17612815963961,-2.37494530388593,0.0196560250833206,0.28114474476791,-3.48497859883873,"No"
"HUS1",0.568359535269181,6.55929885185194,2.37455119217122,0.0196757592785508,0.28114474476791,-3.48582433840824,"No"
"NTM",1.02707623886996,5.86924057408843,2.37437552034233,0.0196845612885597,0.28114474476791,-3.48620127971118,"No"
"SNHG3",1.07065351881865,4.98698845191073,2.37406031940737,0.0197003631464125,0.28114474476791,-3.48687754909108,"No"
"SEC23B",0.769753823888686,8.29363131335884,2.37328059794814,0.0197395010421653,0.281311941272362,-3.48855011738567,"No"
"LOC105379426",-1.47891538293293,6.68127894345429,-2.37316589684201,0.0197452642511567,0.281311941272362,-3.48879612026771,"No"
"SEC61G",0.816337244307626,10.5124316593705,2.37180913248859,0.0198135489034847,0.282047781788145,-3.49170522178879,"No"
"ZP1",-0.404873035592253,3.83864794571324,-2.37123361722245,0.0198425772914911,0.28222403976505,-3.49293876992679,"No"
"SLC9A9",-0.915731230225002,6.10476442134971,-2.37034509276869,0.0198874676598033,0.282625420540071,-3.49484269999883,"No"
"SLC22A3",-0.523825458914867,7.66774060638747,-2.36927982119715,0.0199414064995584,0.283154611217348,-3.49712453834617,"No"
"LOC101928230",-0.474701465977993,4.71334777990726,-2.3685451975967,0.0199786789391075,0.283446462538601,-3.49869759601,"No"
"CAPZA1",0.455954376321221,10.9197968889093,2.36794789570184,0.0200090296668517,0.283639706498163,-3.49997628958696,"No"
"KCNT2",-1.1257150975073,4.08177601252319,-2.36702573501317,0.0200559677977611,0.284067567287588,-3.50194987934424,"No"
"TRGV5",0.29271297939658,4.71414254611734,2.36659123628552,0.0200781176937679,0.284143912671236,-3.50287955088946,"No"
"NVL",0.900489807923046,8.04129089904083,2.36548860130805,0.0201344253182793,0.284385837482489,-3.50523812193658,"No"
"LOC105370792",-1.00810443778831,3.95486405528607,-2.36526883625377,0.0201456646610287,0.284385837482489,-3.5057080909905,"No"
"RCBTB2",-0.84245415845847,7.9538538256602,-2.36479363031438,0.020169986929395,0.284385837482489,-3.50672419102073,"No"
"CEP76",0.931823907438527,6.42352294778043,2.36463457736725,0.0201781334865562,0.284385837482489,-3.50706424290632,"No"
"CSNK1G2-AS1",0.366843371738061,4.10852842473103,2.36457748375203,0.0201810584849362,0.284385837482489,-3.507186302967,"No"
"ELF3",-1.39202620446753,7.51724353827978,-2.36349544400075,0.0202365642861478,0.284385837482489,-3.50949909925472,"No"
"WDPCP",-0.500306177500373,5.97626953729566,-2.36334072089301,0.0202445122308908,0.284385837482489,-3.50982973482262,"No"
"RSPH6A",0.417842773966418,4.43067529039847,2.36326237975998,0.0202485375788075,0.284385837482489,-3.50999713866921,"No"
"ZNF561",-0.527972852827454,6.37231251176209,-2.36307640829041,0.0202580960642749,0.284385837482489,-3.51039451370345,"No"
"STIP1",0.934821214113265,7.84350252724644,2.36298195623187,0.0202629522047214,0.284385837482489,-3.51059632387529,"No"
"SH3BP5",-1.06597387398996,8.96946320052629,-2.36169250661475,0.0203293510559615,0.285081735155311,-3.51335070663541,"No"
"LOC101929305",-0.307022352813176,3.56371643394135,-2.36067084991776,0.020382097121595,0.28558518561944,-3.51553212143634,"No"
"ASPHD2",0.89907372238087,5.23571054084875,2.36009305543315,0.0204119811710509,0.285725698357418,-3.51676544611766,"No"
"MRPL42",0.554613891816445,7.46869989626654,2.35969840898374,0.0204324149634449,0.285725698357418,-3.51760768178346,"No"
"TMEM63B",0.525264850417504,7.01890407536064,2.35950020223569,0.0204426844465936,0.285725698357418,-3.51803063850825,"No"
"CX3CR1",-1.66561845163404,5.40234674365388,-2.35860687036093,0.0204890265513195,0.28613752565986,-3.51993654706629,"No"
"POLR1A",0.492235793547463,5.9668749890594,2.35707932852561,0.0205684844821516,0.2866072304032,-3.52319406252386,"No"
"PDGFRA",-0.901256833347986,6.62286519433671,-2.35679533443094,0.0205832870390383,0.2866072304032,-3.52379948151772,"No"
"MME",-1.52418349005355,5.39158966783997,-2.35679023894747,0.0205835527159277,0.2866072304032,-3.52381034349079,"No"
"LETMD1",-0.664036933943143,8.3584029132962,-2.35650212343805,0.0205985799130473,0.2866072304032,-3.52442448184108,"No"
"P3H2",-0.836366543448182,5.01634354119393,-2.35593722123207,0.0206280716594568,0.2866072304032,-3.52562841885049,"No"
"RSPO3",-1.56183672561827,5.63108907105408,-2.35564425117951,0.0206433814266655,0.2866072304032,-3.52625270575975,"No"
"MED8",0.710938554839213,7.31362446582376,2.3553520728853,0.020658659848253,0.2866072304032,-3.52687523755445,"No"
"CENPU",1.2672480103674,6.55989971645816,2.35530287039385,0.0206612337027491,0.2866072304032,-3.52698006452108,"No"
"SCNM1",0.581765502514079,8.17939701088828,2.35492427372428,0.0206810481590318,0.2866072304032,-3.52778660848127,"No"
"TBL2",0.680380651003849,9.25364445815594,2.3547206914378,0.0206917099217598,0.2866072304032,-3.52822026317762,"No"
"GAS6",-1.19158296984188,8.48421710858041,-2.35384591421186,0.020737578142124,0.286849191990693,-3.53008326855702,"No"
"SLC19A1",0.562683478919428,5.13314682520952,2.35362923772252,0.0207489533088471,0.286849191990693,-3.53054462853764,"No"
"TIMM23",0.5543370380451,8.49620550960487,2.35342013297216,0.020759936214025,0.286849191990693,-3.53098983093355,"No"
"GTF2E1",0.645880190076809,8.11770869103827,2.35282189595433,0.0207913861503609,0.287049805206204,-3.53226333806282,"No"
"ACP5",1.61246461143792,7.91732452382932,2.35165562396333,0.0208528196725824,0.287462809832281,-3.53474524073592,"No"
"CD300LF",1.29888177867007,6.10160632695946,2.35144505021858,0.0208639287955835,0.287462809832281,-3.53519324004114,"No"
"MFGE8",-0.920105666686426,5.13646641553623,-2.35109542366053,0.0208823854323187,0.287462809832281,-3.53593699871169,"No"
"NCK1-DT",0.930820677592446,6.24617994985612,2.35096787196932,0.0208891224320733,0.287462809832281,-3.53620831451579,"No"
"UBQLN1",0.580406405726337,8.42514063674169,2.34982234606435,0.0209497129451195,0.287919978647462,-3.53864438786702,"No"
"OTUD1",-0.62797324512292,6.75954522539134,-2.34969782825188,0.0209563084611873,0.287919978647462,-3.53890912430314,"No"
"PKD2",-1.03167654745476,7.61601456253417,-2.34901841494844,0.0209923283438939,0.288181323678039,-3.5403534027522,"No"
"CD80",0.885601245034056,4.36952930783573,2.34491014305088,0.0212113038112934,0.290951816194715,-3.54907882730497,"No"
"PARD3B",-0.530695277755647,5.22539955888889,-2.34415961822896,0.0212515254098154,0.290984902960059,-3.55067139056626,"No"
"MRPS34",0.710424991818104,8.54289881733376,2.34379240874752,0.0212712292345419,0.290984902960059,-3.55145042095869,"No"
"SCARA3",-1.61055856918189,5.07445581461635,-2.34356909507817,0.0212832197671352,0.290984902960059,-3.55192412563495,"No"
"SPDYE1",-0.625218543674512,4.7940289876704,-2.34334736029451,0.0212951314441812,0.290984902960059,-3.55239444179012,"No"
"RASA4",-0.776695702467536,5.588719826412,-2.3431684954694,0.021304744431336,0.290984902960059,-3.55277379899772,"No"
"PNPT1",0.956634480244118,8.7603245473702,2.34294623316346,0.0213166951442959,0.290984902960059,-3.55324516308827,"No"
"MAFK",-0.389497745269194,6.07828237888127,-2.34179512271699,0.0213786836508824,0.291544893289356,-3.55568575755026,"No"
"JAG1",-0.817498939754084,7.42299543200447,-2.34131280268712,0.0214047044949164,0.291544893289356,-3.55670806282886,"No"
"GCC1",0.309370076154949,5.41220769681941,2.34076756804785,0.0214341532961535,0.291544893289356,-3.5578634960354,"No"
"PCDHA3",-0.459242276805878,3.64856363043415,-2.34071287826759,0.0214371091373619,0.291544893289356,-3.55797937873122,"No"
"SLC25A40",0.606027200696984,6.06175095430895,2.34045657941505,0.0214509662357143,0.291544893289356,-3.55852242104653,"No"
"PSPH",1.35010299060936,6.18414648868306,2.34027301438967,0.0214608957664926,0.291544893289356,-3.55891132380039,"No"
"KLHL21",-0.979804370527047,6.32997438094359,-2.33858926920733,0.0215521640830972,0.292429391462497,-3.56247727062204,"No"
"LAGE3",1.25022135879649,9.00118072342073,2.33831361774671,0.0215671385963077,0.292429391462497,-3.56306084821729,"No"
"PHKG2",0.561421631092283,7.05222164891797,2.33811839029416,0.0215777497180361,0.292429391462497,-3.56347412469832,"No"
"NCLN",0.353771355939529,5.31590075849843,2.33762775907336,0.0216044372036078,0.292557211142145,-3.56451260648877,"No"
"RAB11B-AS1",-0.713150581567671,4.95675314607049,-2.3361877279977,0.0216829352700449,0.293284621810453,-3.56755950225645,"No"
"SLC25A42",-0.419999541776273,5.80079352972223,-2.33600796850794,0.0216927519022242,0.293284621810453,-3.56793973101829,"No"
"ATOX1",0.798727236613097,9.30468349194157,2.33549547171776,0.0217207608464829,0.293429306287866,-3.56902362698934,"No"
"ANXA8L1",-2.50656372013906,6.33070763373498,-2.33446995177991,0.0217769035882576,0.293953521843407,-3.57119190307456,"No"
"MNS1",-1.42408458611262,5.13177352356417,-2.33233138423184,0.0218943939851147,0.295304340193823,-3.57571081736291,"No"
"MAP3K9",0.590822520373541,4.84758411396612,2.33136027159379,0.0219479306315774,0.295415781027963,-3.57776162841826,"No"
"HEATR5A",0.881320933625799,8.08605967196071,2.33129054220538,0.0219517792071929,0.295415781027963,-3.57790885508219,"No"
"ZW10",0.67879585662178,7.36446698981794,2.33113582045353,0.0219603208996404,0.295415781027963,-3.57823552080336,"No"
"MYL12A",-0.513765383702738,7.88360961047119,-2.33091793577636,0.021972354599284,0.295415781027963,-3.57869551069593,"No"
"ACCS",-0.861823879914575,6.59973829290836,-2.33011787930866,0.0220165914936886,0.295475586435822,-3.58038423460766,"No"
"LOC145474",-0.746042554760608,5.22954125185437,-2.33005480104741,0.0220200825777641,0.295475586435822,-3.58051735568813,"No"
"SLC35A2",0.717739720424796,5.5816256233562,2.32989214619201,0.0220290870151515,0.295475586435822,-3.58086060968999,"No"
"TSPAN7",-1.49102254749117,5.14476204592658,-2.32940761105958,0.0220559297765464,0.295601765558551,-3.58188300930852,"No"
"AVPR1A",-0.776506075937806,5.10976500326337,-2.3286261242539,0.022099284308742,0.295948867433185,-3.58353160066453,"No"
"LOC105376204",-0.666329767138147,4.19426832860556,-2.32698853778446,0.0221903771277013,0.296934217697749,-3.58698460176538,"No"
"TOR1AIP2",0.402736543013787,5.75260004223546,2.32637622030801,0.0222245232343844,0.297156598514001,-3.58827517910317,"No"
"FGF2",-0.8467532875926,3.74877131228839,-2.32554119648018,0.0222711635016458,0.29733183922758,-3.59003467037407,"No"
"YTHDF3",0.709215703642367,7.70356764182752,2.32527286130054,0.0222861697249711,0.29733183922758,-3.59059996520398,"No"
"SPAST",0.585633165813785,5.89957037373162,2.32520006503717,0.0222902422825442,0.29733183922758,-3.59075331330188,"No"
"DHTKD1",1.12369622196075,8.46506746240461,2.3236809937129,0.0223753763349783,0.298232806905049,-3.59395232874754,"No"
"MTFP1",0.96437875763075,6.80809531996786,2.32307881808451,0.0224092038149958,0.298414369440782,-3.59521994126847,"No"
"SSBP2",-1.13488384772744,5.56782921709679,-2.32281210152229,0.0224242011718507,0.298414369440782,-3.59578130156141,"No"
"YIF1B",0.811591888828946,5.86839223021739,2.32110852819187,0.0225202017911416,0.299256825902056,-3.59936548328445,"No"
"RC3H1",0.632921091214489,6.68557295447073,2.32084940502372,0.0225348358056838,0.299256825902056,-3.59991045437286,"No"
"ORC6",1.27065581083654,8.08608933042039,2.32067499527692,0.0225446903491417,0.299256825902056,-3.60027723144579,"No"
"FRMD4B",-1.01323395113811,6.90294295164836,-2.31986647212747,0.0225904234842272,0.299256825902056,-3.60197720720178,"No"
"INTS6L",-1.08433198318097,6.10542242464389,-2.31978973416079,0.0225947683305335,0.299256825902056,-3.60213852691596,"No"
"SGO2",1.14584613789994,6.68543043756486,2.31948433231778,0.0226120672714069,0.299256825902056,-3.60278050062673,"No"
"CRIM1-DT",-1.39467274373668,5.31465994587518,-2.31914149040557,0.0226315008777035,0.299256825902056,-3.60350108683283,"No"
"HJURP",1.66476787372021,6.12244217780161,2.31891046187238,0.0226446047891882,0.299256825902056,-3.60398661031401,"No"
"MMP16",-2.23977987421075,6.53798033173247,-2.31887940064745,0.0226463670893204,0.299256825902056,-3.60405188451098,"No"
"PSMD2",0.671474474284826,9.56844689584664,2.31842322189864,0.0226722629605689,0.299365690212994,-3.60501044106303,"No"
"NTF3",-0.943675941187032,5.06898772161249,-2.31690423318019,0.0227586799671882,0.300272887286932,-3.60820105267946,"No"
"B4GALT1",-0.491500072488807,6.12272070624859,-2.31595528392814,0.0228128143087547,0.300753074487269,-3.61019336869941,"No"
"RPL15",-0.527539975709105,9.41919487126179,-2.31527015788739,0.0228519690917145,0.300807327419142,-3.61163134081168,"No"
"ADAMTS1",-1.76515814665738,6.1746523076149,-2.31526236779406,0.0228524146346499,0.300807327419142,-3.61164768883618,"No"
"AOC3",-1.43997723074548,6.08281239477966,-2.31460588695859,0.0228899886651497,0.30106816743906,-3.61302518266681,"No"
"DPP9",0.393549416111164,5.1346433024129,2.3140288181277,0.0229230625524336,0.301078205746401,-3.6142357614297,"No"
"TP73",0.397643636366697,4.022819830511,2.31372807477329,0.02294031595541,0.301078205746401,-3.61486655715518,"No"
"NDC1",1.03576413680436,7.08247829651589,2.31366340551995,0.0229440274757786,0.301078205746401,-3.61500218856237,"No"
"RAB5C",0.497502849839201,7.71376540582295,2.31308159653344,0.0229774427111006,0.30128349862645,-3.61622227125116,"No"
"PSMD10",0.636146536913325,8.97772667225491,2.31219160188047,0.0230286412200097,0.301721470822291,-3.61808811047396,"No"
"PIK3R1",-1.33043928703574,7.43734674000474,-2.3111864837929,0.0230865834894559,0.302247055197092,-3.62019453898633,"No"
"B4GALT4",0.677769739252664,6.88151716410134,2.31054012840922,0.0231239120425225,0.302312549152656,-3.62154868022851,"No"
"TUBG2",-0.81567052702021,5.72301589448683,-2.3104823961853,0.0231272488056503,0.302312549152656,-3.62166961534786,"No"
"LINC03019",0.420058429332469,3.70515679383787,2.30977630405423,0.0231680933825628,0.302403182291557,-3.62314849251906,"No"
"LCA5",-1.1964435931885,4.49575152732553,-2.30925928153493,0.0231980414142474,0.302403182291557,-3.62423111892887,"No"
"PILRA",0.957200942150296,5.91202145993401,2.30880170138308,0.0232245748008988,0.302403182291557,-3.6251890965721,"No"
"TMCO6",-0.737783802307663,6.42885196395782,-2.30879358358957,0.0232250457635424,0.302403182291557,-3.6252060902547,"No"
"TBX5-AS1",-0.873691686652967,4.58947249578243,-2.30862368124337,0.0232349047680774,0.302403182291557,-3.62556174948613,"No"
"ANO1",-1.46744801117202,6.44591404547567,-2.30818997568734,0.0232600883583432,0.302403182291557,-3.62646952723424,"No"
"TSPAN11",-0.779311183688319,4.67929037813266,-2.30815974131227,0.023261844848478,0.302403182291557,-3.62653280439483,"No"
"DUSP6",-1.54097255444108,8.92780323014012,-2.30744884973632,0.0233031784106465,0.302403182291557,-3.62802040978893,"No"
"TEKT5",0.418671880855471,3.86040897214135,2.30707780974207,0.0233247776222632,0.302403182291557,-3.62879668396495,"No"
"RAD51AP1",1.59103203175736,7.73935317598342,2.30690465233983,0.0233348636138554,0.302403182291557,-3.6291589188029,"No"
"COPB2",0.656037384480905,10.3684050643008,2.30621508703933,0.023375067282785,0.302403182291557,-3.63060120945406,"No"
"BOLA2",0.489836921880339,5.9589235703014,2.30619703229248,0.0233761207478149,0.302403182291557,-3.63063896753541,"No"
"FDX2",0.607044535981023,7.01664673757719,2.30578551093705,0.0234001437101423,0.302403182291557,-3.63149951562437,"No"
"C1R",-1.17969345117466,9.12182021800456,-2.30577118815836,0.0234009802085159,0.302403182291557,-3.63152946409216,"No"
"PSMD4",0.485506718121167,8.57509933211594,2.30575830519652,0.02340173263929,0.302403182291557,-3.63155640180897,"No"
"TIMM17B",0.528893171192534,5.93965785476555,2.3051320015406,0.0234383377265032,0.302645527658138,-3.632865815281,"No"
"ZFP41",0.518898549352063,5.3997433067859,2.30408783042403,0.0234994779218801,0.302908807906703,-3.63504816548928,"No"
"PLEKHA4",-1.09943242000029,5.24446579084179,-2.30395956716005,0.0235069979195028,0.302908807906703,-3.63531617943915,"No"
"SQLE",1.50435909162811,6.65609239864876,2.30386869548605,0.0235123269555988,0.302908807906703,-3.63550605338864,"No"
"KIZ",-0.641557824564808,6.04209137604323,-2.30334048812592,0.0235433240094,0.302949805354337,-3.63660959756157,"No"
"CLDN9",0.394589463868267,4.0845408503492,2.3030859234936,0.0235582756208074,0.302949805354337,-3.6371413605492,"No"
"LINC01926",0.369580642308355,3.73323536788844,2.30272549441251,0.0235794594052919,0.302949805354337,-3.63789417613913,"No"
"DERL1",0.651516070519037,7.82571451425964,2.30259752042441,0.0235869849632963,0.302949805354337,-3.63816144586525,"No"
"FHOD3",-1.53925525676538,5.20018167712589,-2.30072631929379,0.0236972638583265,0.303774507203811,-3.64206789177902,"No"
"EXOC5",0.640821038717048,6.55899428783555,2.30053668146094,0.0237084654673299,0.303774507203811,-3.64246363581536,"No"
"WWTR1-AS1",0.345012747611289,3.58283071790221,2.2999441246963,0.0237434969635391,0.303774507203811,-3.64370002177682,"No"
"TSPYL2",-0.542708898250278,7.29557124116265,-2.29991352323398,0.0237453073372038,0.303774507203811,-3.64376386491995,"No"
